disp_income,occ_code,cust_age,time_emp,res_indicator,I_01,I_02,I_03,I_04,D_01,ER_01,ER_02,I_05,D_02,I_06,P_01,S_01,CA_03,CA_02,CA_01,S_02,var.FT,var.SA,var.SB,var.SC,var.SD,var.SE,var.SF,var.SG,var.SH,var.SJ,var.SK,var.SL,var.SM,var.SN,var.SO,var.H,var.P,var.R,var.1,var.2,var.3,var.4,var.5,response
0,SB,18,0,P,1,250,3,1,0,9,0,5,0,0,60.359375,1,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SA,18,0,P,1,250,5,1,0,18,0,8,1,0,81.3125,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SF,21,0,P,1,500,5,2,0,2,2,4,1,0.391504268,51.9453125,2,1,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SC,18,0,P,1,250,7,1,0,1,0,4,1,0,10.73632813,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SM,21,3,P,1,1650,49,1,42,1,2,3,0,0.020215525,73.015625,1,1,1040,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0,SC,18,0,P,1,250,2,1,0,3,0,2,0,0.160130834,39.390625,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SB,19,0,P,1,100,2,1,0,22,1,11,94,0.106552286,52.875,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
200,SO,18,0,P,2,50,3,2,0,2,0,3,94,0.202265133,48.0390625,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SO,18,0,P,1,350,10,1,14,2,1,4,0,0.065752314,56.0234375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0,SL,17,0,P,1,500,3,1,0,9,0,11,0,0.27110331,20.39453125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
0,SO,23,0,P,1,2350,5,3,15,25,6,2,0,0.242798737,80.78125,1,2,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1,SC,20,0,P,1,750,2,1,0,12,0,12,62,0.603544943,52.8671875,1,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
600,SL,22,5,P,1,500,22,1,45,2,5,1,496,0,67.609375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
0,SO,18,0,P,1,250,3,2,0,20,0,15,1,0.159651564,43.1484375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
1,SA,18,0,P,2,1800,10,1,0,0,0,16,154,0,56.7109375,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SO,18,0,P,1,650,3,2,25,4,0,1,0,0,93.609375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SM,18,0,P,1,350,33,1,0,13,0,15,340,0.043524478,69.75,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
0,SH,20,0,P,1,100,16,1,85,10,1,10,0,0,68.109375,1,1,0,3,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SO,19,0,P,1,500,3,1,19,26,1,7,124,0.061758733,68.796875,1,0,234,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0,SD,18,0,P,1,250,10,1,1,14,0,2,373,0.01147143,63.0703125,1,0,265,5,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
260,SD,18,0,P,2,150,6,2,0,1,0,11,0,0,55.8828125,1,1,0,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SO,18,0,P,1,1450,2,1,0,14,0,34,651,0.137530864,66.046875,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
320,SO,27,1,P,1,250,2,1,0,27,11,18,0,0.243801601,40.609375,1,1,554,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SG,21,0,R,1,250,9,2,1,13,1,9,31,0.105102609,57.859375,1,1,0,3,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,SL,18,0,P,1,100,8,1,0,7,2,19,496,0.172722364,68.328125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
1000,SO,27,0,R,1,500,15,1,0,0,7,13,777,0.174291767,33.609375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
500,SJ,23,1,R,1,250,8,1,0,6,0,2,93,0.084996762,54.0703125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,SA,34,0,P,1,20900,12,1,0,27,16,19,9795,0,72.125,1,1,74,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SL,18,0,P,1,300,12,1,52,15,0,22,0,0.156922459,75.390625,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,SO,19,0,P,1,1150,2,3,66,15,0,69,0,0.113315937,89.140625,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,SO,18,0,P,1,500,1,1,90,6,0,34,0,0.052976904,91.953125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,SO,18,0,P,1,450,2,1,75,11,0,56,434,0,61.640625,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,SD,18,0,P,1,100,2,2,0,24,0,40,0,0.207753014,62.5703125,1,1,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,SC,18,0,P,1,650,5,1,39,24,0,23,0,0,94.953125,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SA,20,0,P,1,150,37,1,0,13,1,21,0,0.100525728,81.734375,1,1,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SB,18,0,P,1,200,2,1,36,20,0,45,61,0.392196463,80.78125,1,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,SA,19,0,P,1,450,19,1,45,23,1,36,0,0.10264096,45.953125,1,1,74,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,SO,18,0,P,1,350,15,1,0,10,0,35,0,0.110797405,21.90234375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,SD,19,0,P,2,200,19,1,0,21,2,24,0,0.086812255,57.21875,1,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,SB,18,0,P,1,400,51,1,0,6,0,61,279,0,88.515625,1,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,SM,18,0,P,1,50,23,1,0,14,0,25,0,0.05394457,81.15625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
0,SO,18,0,P,1,150,5,1,1,15,2,21,32,0.119474212,53.890625,2,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,SO,18,0,P,1,250,2,1,1,11,0,25,0,0,43.6328125,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SO,18,0,P,1,100,5,1,0,3,0,19,63,0.11631461,76.5,1,1,36,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,SL,18,0,P,1,900,5,1,0,18,0,27,0,0.047602042,74.65625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
0,SA,19,0,P,1,1050,1,5,0,16,2,16,744,0.117492588,83.421875,2,4,287,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,SA,19,0,P,1,750,31,1,0,4,1,16,0,0,51.328125,1,1,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,SB,18,0,P,1,400,2,2,49,4,0,30,31,0,39.6171875,1,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SO,20,0,P,1,1900,2,2,0,11,2,33,0,0,73.84375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SL,18,1,P,1,350,17,1,1,12,0,8,497,0.327404071,45.4375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
0,SE,18,0,P,1,200,1,1,40,9,0,15,61,0.15805975,59.7265625,1,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,SB,20,0,P,1,150,4,2,220,15,3,11,155,0.43066923,69.484375,1,1,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,SO,18,0,P,1,150,2,1,45,13,0,8,153,0.310135437,32.1953125,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,SO,18,0,P,1,100,3,1,55,21,0,8,0,0.164514158,75.15625,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1,SA,18,0,P,2,750,11,1,0,6,0,7,1,0,75.296875,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,SL,19,0,P,1,250,5,1,0,2,2,3,0,0,55.1484375,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,SM,18,0,P,1,200,25,1,0,18,0,4,0,0,19.4453125,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,SO,18,0,P,1,150,2,1,0,0,0,2,0,0.065993338,89.171875,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,SC,19,0,P,1,150,3,2,134,3,1,2,123,0.069330444,56.9609375,3,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
500,SA,24,0,P,1,1400,19,1,37,26,7,1,1025,0.182340213,63.3515625,1,1,221,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,SH,21,0,P,1,1800,7,3,1,1,2,16,1675,0.072129434,53.4453125,1,1,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,SL,19,0,P,2,350,5,2,0,8,0,5,342,0.524516819,28.2734375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,SD,20,1,P,1,250,33,1,96,11,3,10,0,0,13.28320313,1,0,0,4,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,SB,20,2,P,2,500,23,2,0,13,0,17,526,0,82.65625,1,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,SB,19,0,P,1,800,4,1,0,3,0,24,402,0,45.3671875,1,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,SO,19,0,P,1,500,20,1,0,5,2,26,0,0.273284181,51.53125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SO,18,0,P,1,250,2,2,0,0,0,1,0,0.13306922,33.1015625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,SO,20,0,P,2,150,58,1,115,0,2,5,371,0,82.15625,2,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0,SE,18,0,P,1,1650,9,1,46,10,0,10,0,0.022196281,71.71875,1,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,SA,22,0,P,1,300,19,1,0,27,6,31,154,0.403046039,56.671875,1,1,170,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,SO,19,0,P,1,1300,8,2,0,3,1,1,434,0.298756484,44.765625,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
0,SO,19,0,P,1,200,12,1,75,1,0,10,124,0.89037448,47.4921875,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1,SO,19,0,P,1,200,9,1,105,1,1,2,1,0.655474467,50.8828125,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,SD,24,0,P,1,1800,7,1,0,0,0,5,0,0.190176455,73.21875,2,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,SO,19,0,P,1,200,23,2,0,8,2,6,0,0.140435492,56.4609375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0,SA,19,0,P,1,750,1,2,105,10,0,14,0,0,72.921875,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,SH,19,0,P,1,500,15,1,1,1,2,11,527,0.101429599,69.4375,2,1,118,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
200,SC,20,0,P,1,300,16,1,1,13,2,3,621,0.084263854,54.296875,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,SO,19,0,R,1,150,14,1,0,12,0,6,0,0,59.6484375,1,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
460,SM,18,0,P,2,50,38,1,0,3,2,2,0,0,77.234375,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,SA,20,0,P,1,750,1,3,50,26,3,98,0,0,72.40625,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SO,18,0,P,1,250,21,1,0,12,0,51,0,0.132344902,78.328125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1,SO,18,0,P,1,200,13,1,0,21,0,47,0,0,94.65625,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SO,18,0,P,1,250,30,1,0,10,0,44,92,0,69.28125,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SB,19,0,P,1,950,2,1,0,19,1,41,124,0.03265549,59.203125,1,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1,SG,19,0,P,1,250,24,1,26,17,1,35,94,0,67.015625,1,1,0,3,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SO,18,0,P,1,200,5,1,0,15,0,32,0,0.04454246,79.71875,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
1,SD,18,0,P,1,1450,1,1,0,6,0,31,0,0.028265495,64.03125,1,0,0,5,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1,SM,19,0,P,1,200,30,1,20,11,1,29,310,0.046132557,61.7109375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0,SC,20,2,P,1,500,12,1,0,25,2,27,0,0,47.765625,1,1,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SB,19,0,P,2,150,31,1,0,21,1,25,465,0,91.078125,1,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SB,18,0,P,1,250,2,1,0,23,0,20,63,0.304199615,43.40625,1,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SM,21,0,P,1,1450,10,1,0,28,2,19,0,0,67.515625,1,1,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
1,SK,18,0,P,1,200,56,1,0,4,0,20,340,0.02740461,87.375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SK,18,0,P,3,250,11,1,0,10,0,19,1,0.073031003,73.6875,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SL,18,0,P,1,50,1,1,0,10,0,18,0,0.021523522,69.078125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
1,SO,16,1,P,1,50,12,1,41,11,0,17,217,0,79.84375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0,SM,19,0,P,1,350,31,1,0,27,3,17,0,0,59.171875,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
0,SE,18,0,P,1,250,4,2,24,6,1,17,0,0.015609404,78.34375,1,1,0,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1,SO,19,0,P,1,1450,2,1,0,7,1,11,0,0.294581689,60.1328125,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1,SH,18,0,P,2,50,22,1,0,24,2,10,0,0.072510133,61.1796875,1,1,0,3,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SC,21,3,P,1,50,50,1,0,5,3,11,31,0,76.859375,1,1,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
500,SD,19,1,P,1,200,12,1,1,6,0,9,91,0.050392717,81.3125,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SC,18,0,P,1,500,13,1,11,11,0,9,0,0.179558902,65.5,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SF,18,0,P,1,10250,21,1,0,17,0,9,218,0.14002433,58.2109375,1,1,0,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SC,18,0,P,1,150,8,1,0,20,0,7,0,0.07037469,52.71875,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SO,18,0,P,1,50,7,2,31,8,0,8,0,0.177804715,40.09375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0,SA,18,0,P,1,750,15,1,0,14,1,8,496,0,72.375,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SA,19,0,P,1,350,14,1,0,12,2,7,0,0.345522804,67.1875,1,1,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SO,18,0,P,1,100,14,1,0,19,0,18,0,0,63.09375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SO,18,0,P,2,200,4,1,0,26,0,6,63,0.075127009,43.921875,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
1,SD,18,0,P,1,800,11,1,0,3,1,7,0,0.080272786,67.453125,1,1,0,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SB,19,0,P,2,450,7,2,0,18,1,11,0,0.383611889,19.15234375,1,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SO,19,0,P,1,850,1,1,0,8,1,16,154,0,73.578125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SK,18,0,P,2,500,2,1,0,4,0,6,371,0.197150458,53.4140625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SO,18,0,P,1,100,20,1,0,10,0,4,0,0,60.34375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SC,18,0,P,2,150,1,1,0,11,0,4,0,0.196761611,56.8125,1,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SC,18,0,P,1,150,7,1,0,20,0,33,0,0.089699921,52.921875,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SO,18,0,P,1,250,32,1,1,3,0,61,0,0.026784087,79.15625,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1,SF,18,0,P,1,200,26,2,0,18,0,26,94,0.043042975,89.703125,1,1,0,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SO,18,0,P,1,50,19,2,0,3,0,3,0,0,24.3671875,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SC,18,0,P,1,50,3,1,0,14,0,5,0,0,60.453125,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SB,19,0,P,1,100,12,2,0,10,1,30,464,0,85.421875,1,2,25,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SO,19,0,P,1,500,1,1,0,5,2,2,807,0.547957424,59.234375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
100,SD,18,0,P,1,50,25,1,0,26,0,18,31,0.015336311,77.15625,1,1,0,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1,SO,19,0,P,2,250,55,1,0,14,1,15,0,0.015116177,61.234375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SC,18,0,P,1,250,4,1,20,15,0,16,0,0,67.6875,1,1,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1,SK,18,0,P,1,250,12,1,1,2,1,1,32,0.029394445,68.390625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SM,18,0,P,1,750,31,1,0,27,0,8,372,0.051874309,87.625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
0,SC,18,0,P,2,100,2,1,0,5,1,5,217,0.035104563,73.6875,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1,SB,18,0,P,1,250,38,2,0,9,0,29,31,0.060926254,79.734375,1,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SC,18,0,P,2,500,10,1,0,1,0,22,219,0.089828236,73.59375,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SE,19,0,P,1,150,33,1,0,21,0,11,248,0.137593609,84.625,1,1,0,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
340,SE,16,1,P,1,400,1,1,0,23,0,13,0,0,57.71875,1,0,0,5,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SC,24,0,P,1,600,5,3,36,9,2,4,0,0.252936158,39.75,1,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SO,18,0,P,1,300,5,1,1,21,0,2,0,0.059042333,51.9453125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,SC,18,0,P,1,50,4,1,0,6,0,15,0,0.132975555,54.609375,1,1,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,SO,16,1,P,1,350,15,1,0,9,0,12,0,0,70.046875,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0,SF,18,0,P,1,150,2,1,0,1,0,9,0,0.047929447,69.828125,1,0,5,5,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
0,SA,20,2,P,1,500,18,1,36,19,2,81,588,0.179587476,58.859375,1,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,SO,19,0,P,1,150,2,1,0,13,1,33,1,0.525234286,43.0234375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
