"","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02","var.FT","var.SA","var.SB","var.SC","var.SD","var.SE","var.SF","var.SG","var.SH","var.SJ","var.SK","var.SL","var.SM","var.SN","var.SO","var.H","var.P","var.R","var.1","var.2","var.3","var.4","var.5","response"
"4362",0,"SO",19,1,"P",1,100,4,2,45,16,1,32,124,0.5106634721,34.890625,1,0,1434,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"4363",220,"SO",18,1,"R",1,7500,43,1,39,3,0,19,1,0.5566367228,66.921875,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"4364",0,"SA",18,1,"R",1,2000,2,1,26,0,0,9,185,0.0563712441,66.765625,3,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"4365",0,"SO",18,1,"R",1,1300,26,2,0,12,0,21,498,0,23.3515625,1,0,1725,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"4366",0,"SM",22,1,"R",1,950,8,2,0,13,0,15,185,0.0009821511,25.49609375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"4367",0,"SO",25,1,"P",1,600,5,2,35,11,13,14,2139,0,95.421875,2,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"4370",1,"SB",19,1,"P",1,500,12,2,30,14,0,50,1924,0.174689455,77.84375,3,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4371",0,"SA",18,1,"P",1,50,3,1,0,20,0,48,30,0.0311613809,85.34375,1,1,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4373",0,"SF",19,1,"P",1,350,43,1,1,4,0,45,0,0.0411102186,61.2265625,1,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4374",0,"SE",19,0,"P",1,1500,5,1,1,6,0,44,775,0,83.703125,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4375",0,"SL",18,1,"P",1,350,3,1,0,18,0,41,0,0,73.625,1,0,1052,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
"4376",0,"SL",18,1,"P",1,200,10,2,34,3,2,42,30,0.0738534553,20.87890625,2,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
"4377",1,"SM",18,1,"P",1,500,45,1,0,17,0,40,0,0.0935878768,70.296875,3,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
"4378",1,"SO",18,1,"P",2,250,9,2,25,17,0,35,652,0,78.40625,1,2,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4381",0,"SA",18,1,"P",1,350,23,1,45,20,0,34,0,0.4166129734,60.96875,1,1,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4382",0,"SA",19,1,"P",1,50,20,1,230,15,1,35,0,0.15938731,57.109375,1,1,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4383",0,"SA",18,1,"P",1,350,1,2,1,13,0,33,0,0.0488290832,65.15625,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4384",0,"SH",19,1,"P",1,950,10,1,0,17,2,33,0,0.0651738585,73.25,2,1,0,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4386",1,"SK",19,0,"P",2,500,7,1,289,6,0,32,0,0.0610756833,28.26953125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
"4387",1,"SB",18,1,"P",1,800,23,1,86,17,1,31,30,0,72.515625,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4389",0,"SB",18,1,"P",2,150,13,1,35,9,0,29,404,0.2027043449,75.0625,1,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4392",0,"SO",18,1,"P",1,500,20,1,1,24,0,27,402,0.0525390262,55.59375,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4395",0,"SL",18,0,"P",2,250,23,1,0,13,1,24,589,0.0263305065,67.046875,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"4396",0,"SF",19,1,"R",1,100,74,2,0,1,0,22,29,0.1024826323,64.296875,1,1,442,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"4397",0,"SF",19,0,"P",2,3300,34,1,0,13,1,22,402,0,76.25,1,1,0,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"4398",0,"SM",20,1,"P",1,250,17,1,0,16,3,22,0,0,82,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"4401",0,"SB",18,1,"P",1,350,20,1,4,16,0,21,0,0.1929960721,67.265625,1,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4402",0,"SO",19,1,"P",1,150,6,1,0,14,0,22,125,0,78.90625,1,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"4404",0,"SC",18,1,"P",1,100,31,1,70,2,0,21,155,0.0631559025,50.390625,1,1,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4405",0,"SO",19,1,"P",1,200,3,1,45,6,2,20,1,0.028061985,78.359375,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"4406",0,"SE",18,1,"P",1,300,4,1,0,6,0,18,1768,0.0636060445,78.265625,1,0,391,5,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4408",0,"SL",18,1,"P",1,1450,44,1,40,13,0,17,0,0,85.6875,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
"4409",0,"SK",18,1,"P",2,1250,3,1,35,13,12,18,1395,0.0472491344,82.84375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
"4410",0,"SB",18,1,"P",1,950,25,2,110,5,0,17,248,0.1028010314,82.8125,1,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4411",0,"SO",18,1,"P",1,300,25,1,36,14,0,17,32,0,79.3125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4413",0,"SC",18,1,"P",3,200,63,1,0,16,0,17,31,0,84.265625,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4418",0,"SA",18,1,"P",1,500,2,1,51,2,0,17,1,0,44.2734375,1,1,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4419",0,"SB",18,1,"P",1,500,7,2,21,20,2,16,1,0.0640976639,58.2578125,1,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4421",0,"SB",19,1,"P",1,250,62,1,0,16,2,15,32,0.3549279524,45.6484375,2,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4422",0,"SO",20,1,"P",1,2050,30,2,0,17,2,14,0,0.1480833148,81.359375,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4423",0,"SO",18,1,"P",3,100,14,2,42,20,0,13,32,0.023636299,89.375,4,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"4424",0,"SC",18,0,"P",1,500,25,1,1,15,0,14,32,0,70.890625,4,1,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4426",0,"SH",18,1,"P",1,400,11,1,0,10,0,13,961,0,78.40625,1,0,154,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4427",0,"SG",18,1,"P",1,500,18,1,0,6,1,12,1705,0,72.21875,1,1,0,3,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4428",1,"SB",19,1,"H",2,700,2,1,25,26,0,10,3782,0.0526350654,39.921875,1,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
"4429",0,"SH",17,1,"P",1,3200,19,2,0,22,0,12,123,0,72.8125,1,0,524,5,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4430",0,"SC",18,1,"P",1,300,11,3,84,26,0,12,341,0.0749848825,35.5,1,0,873,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4432",0,"SD",18,1,"P",2,950,48,1,40,3,0,10,527,0.0224239228,47.5,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4434",0,"SL",18,1,"P",1,150,20,1,40,10,3,11,0,0,77.265625,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
"4436",1,"SO",20,3,"P",1,250,37,1,0,22,0,10,0,0.1766533982,53.265625,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4437",0,"SO",18,1,"P",1,8950,31,1,1,17,0,10,0,0,68.0625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"4438",0,"SO",25,0,"P",1,600,31,1,25,14,2,10,496,0.0545532805,46.6015625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"4439",0,"SB",18,1,"P",1,250,26,1,26,0,0,9,0,0,68.90625,1,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4440",0,"SA",19,1,"P",1,750,33,1,36,23,1,9,1642,1.4725578576,51.4453125,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4441",0,"SC",19,1,"P",1,500,24,1,220,10,1,8,341,0,89.125,1,1,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4442",0,"SB",18,1,"P",1,4250,23,1,37,21,0,9,0,0.2053198102,51.484375,1,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4443",0,"SM",18,1,"R",2,1800,22,1,24,14,0,9,1458,0.0326598084,90.765625,2,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1
"4444",1,"SO",20,0,"P",1,100,8,1,0,3,2,8,0,0.0712586462,60.484375,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4445",0,"SL",19,1,"P",1,5700,2,1,0,12,0,9,1,0.2562503004,46.3203125,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"4448",0,"SF",18,0,"P",1,400,27,1,1,9,1,7,31,0.012682604,51.8828125,1,0,0,5,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4450",0,"SH",18,0,"P",1,7600,17,1,60,0,6,7,0,0.0687998128,78.5,1,0,0,5,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4453",0,"SC",18,1,"P",1,50,7,1,0,17,0,7,8495,0.315944992,29.0078125,1,1,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4454",0,"SE",19,0,"P",1,250,5,2,1,4,1,7,32,0.2967448011,69.84375,2,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4455",180,"SO",18,1,"P",2,50,1,1,50,7,0,6,32,0,10.5703125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"4457",0,"SA",19,1,"P",1,400,16,1,166,11,1,8,0,0.0276136821,25.8984375,1,1,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4458",0,"SO",19,1,"P",1,1000,8,1,55,6,2,4,94,0,74.421875,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4465",0,"SD",18,1,"P",1,450,1,1,0,13,0,4,31,0.1646327097,68.921875,1,1,0,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4467",0,"SC",19,1,"P",1,1450,32,1,66,10,3,5,465,0.4799385741,75.296875,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4468",1,"SM",18,1,"P",1,150,89,2,75,4,0,2,527,0.1736660153,38.921875,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"4469",0,"SO",18,1,"R",2,300,6,1,44,1,0,3,0,0.1801154451,55.9140625,1,1,333,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"4474",0,"SO",18,1,"P",1,150,1,1,1,25,0,2,1,0,53.75,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4475",1,"SM",18,1,"P",1,500,5,1,30,6,0,1,1177,0.0554686192,74.71875,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
"4478",0,"SM",18,1,"P",1,27150,10,1,40,3,0,8,30,0,94.390625,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
"4479",0,"SH",19,1,"P",1,3900,52,1,0,0,0,2,3441,0.3529277425,60.4921875,2,1,0,3,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4481",0,"SL",19,1,"P",1,950,11,1,31,15,2,2,0,0.0773037227,72.1875,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
"4483",0,"SO",20,0,"P",1,6350,41,1,89,7,0,3,0,0,20.64453125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1
"4484",0,"SM",19,1,"R",1,150,7,2,0,9,0,16,155,0,32,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
"4490",0,"SO",19,1,"P",1,100,51,1,24,7,3,5,404,0.1318318541,60.1875,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4493",260,"SO",19,1,"P",2,1000,12,2,114,0,0,10,0,0,73.125,1,1,190,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4494",0,"SO",18,1,"P",1,650,2,1,15,2,0,8,2294,0.177304686,42.4765625,2,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4497",0,"SD",29,1,"R",3,4750,10,1,0,11,3,72,279,0.0736925944,56.328125,1,1,354,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"4499",0,"SB",18,1,"P",1,50,2,1,0,25,0,11,1,0.4084526422,75.125,1,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4500",0,"SK",19,1,"P",2,400,8,1,26,2,1,15,185,0,50.34375,2,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
"4503",1,"SO",18,0,"P",1,300,42,1,205,11,0,20,744,0.0168599097,73.5,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4506",0,"SH",18,1,"P",1,600,17,1,0,17,1,34,31309,0.0058417871,66.34375,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4510",0,"SO",18,0,"P",2,300,29,1,0,17,2,14,0,0,42.5390625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"4513",1,"SC",42,0,"P",2,250,6,2,0,10,13,2,31,0,55.0234375,1,0,27,4,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"4514",1,"SO",25,1,"R",3,100,38,1,1,4,2,16,217,0.0193028747,33.984375,2,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
"4516",0,"SO",18,1,"P",1,2600,7,1,65,14,0,20,0,0.1845693509,63.8125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4517",0,"SA",18,1,"R",1,200,43,1,37,13,0,15,1,0.0458181628,60.328125,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"4519",0,"SD",17,1,"R",1,500,6,1,0,0,2,80,62,0.0114741075,7.7744140625,1,0,0,5,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"4520",0,"SE",18,1,"P",2,500,7,1,69,20,1,1,63,0,71.15625,1,0,0,4,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"4522",200,"SB",24,3,"P",1,250,7,1,0,6,3,1,217,0.1359719108,79.390625,1,0,0,5,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
"4524",0,"SO",18,1,"P",2,4700,13,1,0,17,0,17,0,0.0995891062,72.671875,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"4527",0,"SK",19,1,"P",1,100,21,2,0,19,3,12,744,0.3954487229,65.828125,1,0,1692,5,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
"4529",0,"SO",18,1,"P",1,500,9,1,45,14,0,81,0,0,85.671875,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"4530",0,"SO",19,1,"P",1,200,14,1,0,15,1,53,341,0,62.890625,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"4531",0,"SA",21,1,"P",2,500,4,2,0,5,0,51,589,0.0081799696,78.984375,3,0,1692,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"4532",0,"SA",18,1,"P",1,750,3,1,1,14,0,46,185,0.0937292506,47.84375,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"4533",0,"SD",19,1,"P",1,600,10,1,0,12,1,38,92,0,77.703125,3,1,0,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"4535",0,"SE",18,1,"P",2,600,2,1,0,11,0,37,1858,0.1195917106,44.953125,2,1,80,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"4536",120,"FT",18,1,"P",1,1900,32,1,1,2,0,19,32,0,73.046875,1,1,0,3,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4537",0,"SE",18,0,"P",1,650,50,1,34,12,0,38,526,0,60.5234375,1,0,0,5,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"4538",0,"SB",22,1,"P",1,3100,1,3,80,15,1,32,93,0.352561865,77.6875,2,2,737,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"4539",0,"SH",19,1,"P",1,1100,14,1,0,20,2,21,466,0.0942529922,65.359375,1,1,0,3,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4540",0,"SA",18,1,"P",1,4350,4,3,0,13,0,31,342,0,86.015625,1,0,14,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"4541",0,"SH",21,1,"P",1,750,6,1,0,15,1,29,404,0,83.578125,1,1,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"4543",0,"SO",18,1,"P",1,1200,21,1,75,7,0,25,0,0.1700474313,68.609375,2,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"4544",0,"SB",19,1,"P",2,800,29,1,45,10,1,25,61,0,90.546875,1,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"4545",0,"SB",20,1,"P",1,850,38,1,0,7,3,23,435,0.2523577446,52.4453125,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"4546",0,"SO",18,1,"P",1,3300,26,1,85,7,0,20,29,0,87.46875,1,0,407,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"4547",0,"SO",19,1,"P",2,150,8,1,166,18,1,23,0,0,75.4375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4548",0,"SC",18,1,"P",1,500,31,1,0,22,0,15,216,0.1385331191,69.1875,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"4549",0,"SL",18,1,"P",1,650,9,1,1,13,2,14,8495,0.1019558783,71.328125,3,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"4550",0,"SL",24,1,"P",1,800,2,1,0,2,2,14,496,0,62.890625,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"4551",0,"SN",18,1,"P",1,2200,9,1,41,7,0,13,589,0,70.140625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
"4552",0,"SD",19,1,"P",1,150,9,2,0,17,0,13,588,0.2610562649,60.3984375,1,2,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"4553",0,"SC",18,1,"R",2,150,7,1,1,5,0,15,0,0,66.359375,1,1,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"4554",1,"SC",24,1,"P",1,3200,27,1,45,11,3,12,3348,0,64.359375,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"4555",0,"SK",19,1,"P",1,100,3,1,70,5,1,11,0,0.0255356825,58.7265625,1,1,0,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"4556",0,"SO",20,1,"P",2,250,8,5,0,24,2,30,0,0.2256926904,86.09375,1,0,129,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"4558",0,"SO",18,1,"P",2,350,7,1,25,9,0,11,371,0.5305998661,71.046875,1,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"4559",0,"SO",18,1,"P",1,250,14,1,35,5,0,10,0,0,55.4453125,3,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"4560",0,"SO",19,1,"P",2,750,5,3,0,7,0,8,1488,0.0102170276,71.28125,3,0,277,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"4561",0,"SF",20,1,"P",2,1850,12,2,55,3,1,9,0,0.0476116398,65.28125,2,2,677,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"4563",0,"SK",19,1,"P",1,29900,9,2,45,20,1,9,1,0.2371758246,87.71875,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"4564",0,"SA",19,1,"P",1,250,17,1,303,10,1,7,806,0.1221033016,47.609375,1,1,9,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"4565",1,"SA",20,1,"R",2,150,2,1,25,4,0,8,62,0.1674749297,42.46875,2,1,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"4566",0,"SD",19,1,"P",1,1450,8,1,0,19,0,7,589,0.0374733496,35.5,1,0,0,5,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"4567",0,"SC",26,2,"P",2,3100,14,3,45,7,9,7,92,0.4314968418,59.65625,1,2,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"4568",0,"SO",22,1,"P",1,500,10,1,0,2,2,7,434,0.2285927366,56.8203125,1,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"4569",0,"SH",18,1,"P",1,150,2,1,15,10,0,6,0,0.2541073542,38.4921875,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
