"","disp_income","occ_code","cust_age","time_emp","res_indicator","I_01","I_02","I_03","I_04","D_01","ER_01","ER_02","I_05","D_02","I_06","P_01","S_01","CA_03","CA_02","CA_01","S_02","var.FT","var.SA","var.SB","var.SC","var.SD","var.SE","var.SF","var.SG","var.SH","var.SJ","var.SK","var.SL","var.SM","var.SN","var.SO","var.H","var.P","var.R","var.1","var.2","var.3","var.4","var.5","response"
"4119",0,"SD",21,1,"P",1,950,18,1,45,1,2,15,1,0.4572470756,53.9296875,2,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4120",0,"SM",18,1,"P",1,1000,7,1,0,11,0,15,0,0,78.515625,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
"4122",0,"SO",19,1,"P",2,100,19,2,42,17,0,14,63,0,75.171875,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4124",0,"SO",19,1,"P",2,2250,21,1,1,6,0,15,64,0,89.703125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4125",0,"SN",23,1,"P",1,800,2,1,0,4,5,13,0,0,44.03125,1,1,182,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
"4127",0,"SO",19,1,"P",1,800,18,1,0,10,0,15,310,0,89.59375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"4128",0,"SB",18,1,"R",1,100,41,1,0,14,6,16,1240,0,82.3125,1,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4129",1,"SH",18,0,"P",1,500,32,1,41,14,0,12,744,0,82.515625,2,0,0,5,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4131",1,"SF",18,0,"P",2,250,1,1,0,17,0,17,0,0,67.390625,1,1,0,3,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4132",0,"SC",19,1,"P",1,350,6,1,0,19,1,12,30,0.1019636118,55.4765625,2,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4136",0,"SM",18,1,"P",1,150,26,1,29,19,0,8,4434,0,64.34375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"4137",0,"SO",19,0,"P",1,500,6,1,0,10,0,9,372,0.1676937789,63,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4139",0,"SF",18,1,"P",1,1050,38,1,0,6,0,20,31,0,90,1,0,2580,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4142",0,"SF",18,1,"P",2,50,3,1,91,3,0,10,0,0,83.234375,2,0,0,5,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4144",0,"SC",18,1,"P",2,1300,32,4,0,16,0,9,342,0.0762274351,83.078125,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4145",0,"SN",19,1,"P",1,100,25,3,0,0,1,9,123,0.1874947059,20.0703125,1,3,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
"4146",0,"SM",18,1,"P",1,50,2,1,0,3,2,8,217,0,81.84375,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"4150",0,"SO",18,1,"P",1,1300,3,1,55,13,1,8,498,0.2994502513,39.4609375,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4151",0,"SK",18,0,"P",1,50,2,1,0,14,0,8,123,0,88.15625,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
"4155",0,"SD",18,1,"P",1,500,18,2,41,2,0,7,155,0,65.9375,1,2,0,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4156",0,"SD",19,1,"P",1,400,38,1,101,5,1,6,0,0.0075369285,53.6015625,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4158",0,"SH",18,1,"P",1,350,33,2,0,10,0,5,621,0,68.9375,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4159",0,"SO",16,0,"P",1,300,7,2,0,15,0,5,1457,0,73.21875,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"4160",0,"SL",18,1,"P",1,300,50,2,36,16,0,6,0,0.2654860672,66.109375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
"4163",0,"SC",18,1,"P",1,150,2,2,0,5,0,5,0,0,50.8203125,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4165",1,"SC",19,1,"P",2,1100,18,2,0,20,1,63,60,0.1517126276,83.96875,2,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4168",0,"SB",19,1,"P",1,400,33,1,0,27,1,44,61,0.3016025806,76.34375,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4169",0,"SD",18,0,"P",2,600,3,1,45,13,1,41,0,0.2440012237,55.5625,1,0,809,5,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4176",0,"SB",20,1,"P",1,500,6,5,20,20,0,45,528,0,57.7421875,1,3,66,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4180",0,"SO",34,1,"H",1,5250,26,3,0,25,2,25,3566,0.01211007,38.875,1,2,539,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
"4181",0,"SA",19,1,"P",1,10250,28,1,1820,19,0,25,496,0.0081557165,60.890625,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4186",1,"SO",19,1,"P",1,2850,13,1,65,15,1,22,341,0.0877343181,42.59375,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4187",0,"SM",19,1,"P",1,500,26,1,0,0,0,23,279,0,13.05078125,1,0,98,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
"4189",1,"SO",21,1,"P",1,950,17,1,69,17,3,22,155,0,87.84375,2,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4192",1,"SM",19,1,"P",1,100,27,1,0,12,1,21,61,0,84.328125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"4198",0,"SA",19,0,"P",1,100,25,1,30,18,3,19,0,0.0046068825,71.5625,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4199",0,"SC",20,1,"P",2,2050,11,1,26,16,1,19,0,0.0814406103,61.7578125,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4200",0,"SC",18,0,"P",1,60000,26,1,0,21,2,19,962,0.1191960911,55.796875,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4201",0,"SO",19,1,"P",1,750,13,2,0,11,2,19,280,0,75.828125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"4203",0,"SH",19,1,"P",1,200,7,2,26,6,1,17,154,0,58.9765625,1,2,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4204",400,"SO",18,5,"P",1,950,31,1,35,12,0,18,0,0,37.3203125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4205",0,"SA",20,1,"P",1,1900,4,1,39,8,3,18,33,0,53.3125,1,1,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4207",0,"SO",20,1,"P",1,50,36,1,1,18,1,17,124,0,77.71875,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4209",0,"SD",19,1,"P",2,300,33,1,36,9,2,16,1,0,65.84375,1,1,0,3,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4214",0,"SA",18,1,"P",1,750,21,1,49,9,3,14,31,0,82.53125,1,1,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4215",1,"SO",20,1,"P",1,250,9,1,44,11,2,14,1426,0.141066134,65.875,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4216",0,"SF",19,1,"P",1,100,8,1,0,18,1,16,1768,0,73.671875,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4218",0,"SO",20,1,"P",2,300,16,2,50,8,3,15,0,0,67.34375,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4219",60,"SA",18,1,"P",1,15000,63,1,0,4,0,14,465,0.1008898392,88.09375,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4223",0,"SF",18,0,"P",1,250,6,1,0,23,0,12,0,0,66.71875,2,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4231",0,"SA",19,1,"P",2,50,14,1,21,19,0,11,0,0.2972046426,65.453125,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4233",0,"SC",18,1,"P",1,500,13,1,0,5,0,11,0,0.0552346878,99,1,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4234",0,"SK",18,1,"P",1,600,3,1,40,5,0,10,0,0,43.8203125,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
"4235",0,"SM",17,1,"P",1,500,18,1,35,3,0,9,1334,0,71.765625,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
"4236",1,"SH",18,1,"P",2,550,2,2,0,24,0,9,32,0.0582782424,86.8125,1,0,681,5,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4237",0,"SC",19,0,"P",1,150,1,2,30,3,0,10,744,0.0468919886,56.8828125,1,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4241",0,"SO",18,1,"P",1,150,4,2,1,20,0,7,1,0.0612843294,34.3203125,1,0,213,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"4242",1,"SO",19,1,"P",1,4700,17,1,0,3,2,7,124,0,82,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4244",0,"SO",18,1,"P",2,150,8,1,0,27,0,8,0,0.0230329001,72.703125,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"4250",0,"SC",18,0,"P",2,950,11,2,0,16,0,6,185,0.0734550008,51.0703125,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4251",1,"SC",17,1,"P",1,1350,34,2,1,11,0,5,15128,0,29.2265625,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4253",0,"SO",19,1,"P",1,250,6,1,94,17,0,6,0,0.1190081467,70.140625,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4254",0,"SA",18,1,"P",1,2950,5,1,0,26,0,4,156,0.0905214685,31.9765625,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4255",1,"SK",18,1,"P",1,300,8,1,0,15,0,6,311,0,64.75,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
"4256",0,"SC",20,1,"P",1,1350,3,2,0,3,2,7,528,0.078380499,65.921875,1,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4261",1,"SO",19,1,"P",1,5650,11,2,20,15,2,5,124,0.0587199625,67.0625,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4263",0,"SC",18,0,"P",2,150,4,1,0,3,0,1,0,0.3556127874,34.296875,1,0,0,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4264",0,"SA",18,1,"P",1,350,23,1,0,10,0,8,187,0,62.0546875,1,1,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4266",0,"SF",18,1,"P",1,1500,10,1,56,15,0,11,588,0,60.7734375,1,0,0,5,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4268",1,"SM",17,1,"P",1,950,7,2,0,12,0,3,32,0.038900158,80.125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
"4269",0,"SD",18,1,"P",2,750,12,1,41,5,0,2,63,0,84.578125,1,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4270",0,"SL",18,1,"P",1,500,9,1,15,18,2,2,62,0.0545487766,42.8046875,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
"4274",0,"SH",18,1,"P",1,500,24,1,1,15,0,2,62,0,84.59375,1,1,0,3,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4279",0,"SA",19,1,"P",1,300,7,1,0,3,2,2,186,0.0400006921,32.4296875,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4280",0,"SA",19,1,"P",1,200,10,1,84,6,0,2,0,0.0997390146,46.8125,1,1,0,3,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4281",2,"SO",23,2,"R",1,850,14,1,18,16,0,52,1395,0.0603575873,31.80078125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
"4282",0,"SH",19,0,"P",1,250,14,1,0,2,1,13,3844,0,47.03125,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4288",1,"SE",18,0,"P",1,500,44,1,45,20,1,49,0,0,74.8125,1,1,0,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4290",0,"SO",19,1,"P",1,400,30,1,41,13,3,16,31,0.1791681405,58.6171875,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4293",0,"SO",30,1,"R",3,100,8,1,49,0,0,2,0,0.6028390732,28.36328125,3,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"4294",0,"SO",19,1,"P",3,50,8,1,0,25,0,27,279,0.0944055417,39.3046875,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4295",0,"SF",20,1,"R",1,600,5,1,25,6,0,13,217,0,63.8359375,2,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
"4298",0,"SD",21,1,"P",1,500,12,1,30,15,3,11,2697,0.037439519,68.78125,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4308",0,"SB",18,1,"P",1,200,24,1,30,16,0,2,1858,0,61.3046875,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4309",260,"SO",20,1,"R",1,600,8,1,20,14,0,36,1642,0,22.671875,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
"4310",0,"SO",22,0,"R",1,1150,3,1,0,1,0,9,31,0,60.6328125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
"4311",1,"SO",22,1,"P",2,400,11,2,0,2,26,12,0,0,68.609375,1,0,1514,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"4312",1,"SH",21,0,"R",1,150,2,1,75,29,3,6,1,0,56.3359375,1,0,0,5,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
"4314",0,"SC",18,1,"P",1,550,2,1,65,11,1,13,434,0.1520698494,56.4765625,1,0,0,5,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4315",1,"SO",18,0,"P",1,6000,50,1,0,6,0,18,497,0,78.28125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4318",0,"SH",19,0,"P",1,950,108,1,0,6,0,26,217,0.1057264858,82.75,1,0,769,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"4319",0,"SH",20,1,"P",1,200,4,1,37,10,2,19,63,0,57.0625,3,1,0,3,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4320",800,"SJ",21,3,"P",1,100,16,1,40,19,0,3,30,0,74.125,1,0,0,4,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"4321",1,"SO",21,1,"P",3,1650,19,2,1,4,3,105,681,0,64.484375,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"4322",0,"SE",18,1,"P",1,250,2,1,1,23,0,21,2884,0.0677025253,72.140625,1,1,38,3,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4323",0,"SE",18,1,"P",2,600,6,1,0,27,0,67,4122,0.1468371949,46.4296875,1,1,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"4324",0,"SO",18,1,"P",1,250,10,1,0,15,1,60,807,0.0326750107,70.640625,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
"4325",0,"SB",18,1,"P",1,750,8,1,1,12,0,60,0,0.2173026986,71.9375,2,1,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"4326",0,"SO",18,1,"P",1,1950,9,1,249,8,0,57,868,0.0431424498,62.7890625,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"4327",1,"SM",18,1,"P",1,300,3,1,22,9,0,23,62,0,75.109375,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
"4328",260,"SO",19,1,"P",1,1700,3,2,30,15,1,45,371,0.515263224,44.015625,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"4329",0,"SO",19,1,"P",1,750,11,1,1,8,0,36,154,0,78.953125,2,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"4330",0,"SC",18,1,"P",1,350,5,1,0,11,0,23,0,0.2369154594,53.2734375,1,1,0,3,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
"4331",0,"SC",19,1,"P",1,500,15,1,1,6,2,32,1,0.1711154799,85.515625,2,1,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"4332",0,"SA",18,1,"P",1,750,3,2,39,5,2,30,0,0.0785065664,63.5703125,1,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"4333",0,"SO",18,1,"P",1,750,23,1,0,19,1,22,32,0,82.703125,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"4334",0,"SO",18,1,"R",1,1250,3,1,1,16,1,23,1239,0,69.3125,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"4335",0,"SK",19,1,"P",1,50,35,1,581,26,0,21,29,0.0602784986,73.75,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"4336",1,"SO",18,1,"P",1,950,5,1,0,10,0,13,0,0,58.078125,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"4337",0,"SO",20,1,"P",3,100,16,1,0,8,2,46,63,0,69.578125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4338",0,"SO",18,1,"P",2,1250,2,2,1,21,0,28,310,0,71.71875,1,2,165,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4339",940,"SC",23,1,"P",1,450,12,1,0,7,5,15,0,0,63.4921875,1,1,253,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"4340",0,"SA",18,1,"P",1,650,3,1,30,5,1,14,4712,0,54.5390625,1,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"4341",0,"SO",18,1,"P",1,750,25,2,0,6,0,14,962,0.0516101813,68.921875,1,0,418,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"4342",0,"SO",18,1,"P",1,1900,17,1,40,14,0,14,0,0.742645096,66.109375,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"4343",0,"SB",18,0,"P",1,50,2,2,424,5,0,9,528,0.0508871034,56.0703125,1,2,0,3,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"4344",1,"SO",20,1,"P",1,6750,4,1,0,19,4,7,0,0.0529272475,53.7890625,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"4345",0,"SO",22,3,"P",2,1200,97,2,1,8,6,7,187,0,44.5859375,1,1,438,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"4346",0,"SO",19,1,"P",1,200,24,1,1,18,0,4,124,0.2065787856,47.0625,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"4347",0,"SO",18,1,"P",1,50,5,1,0,28,1,45,124,0,72.328125,1,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
"4348",0,"SD",18,1,"P",3,250,10,1,45,2,1,4,620,0.0707064923,83.90625,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"4349",0,"SC",22,1,"R",1,500,4,1,1,22,2,3,0,0.3016762184,58.5625,2,1,71,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"4350",1,"SM",19,1,"P",3,1000,11,1,24,0,0,2,0,0.4939822247,55.53125,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"4351",0,"SO",19,1,"P",2,250,12,2,1,3,2,2,5022,0.177745413,70,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"4352",0,"SO",19,0,"P",1,600,5,1,45,0,0,2,1393,0.0348065799,50.7421875,1,0,0,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
"4353",0,"SA",19,1,"P",1,900,12,1,0,0,0,10,61,0.0202084584,60.828125,1,0,0,5,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"4354",260,"SA",19,1,"P",1,950,8,4,0,27,1,85,1,0.4488627529,62.640625,1,4,45,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"4355",0,"SC",20,0,"R",2,400,38,1,0,5,0,6,0,0.2321290052,57.2265625,2,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"4357",0,"SH",20,0,"P",1,500,11,1,71,7,2,5,91,0.5816531163,43.65625,1,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"4358",1,"SO",18,1,"P",1,950,8,1,0,15,0,7,216,0,32.5390625,1,1,859,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"4359",1,"SA",20,1,"P",2,400,1,1,0,3,3,24,186,0.0423400026,54.8203125,1,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"4360",1200,"SB",34,1,"R",1,950,18,1,1,15,0,1,155,0.0877674683,52.015625,1,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"4361",0,"SN",18,1,"P",1,3200,6,1,0,13,0,3,0,0.0878811928,31.8125,2,0,106,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
